GEN	1	<<	Narr_01: Genesis	#19		1	GENESIS *~*GENESIS 1
GEN	8	12	Narr_01: Genesis	#19		246	" {12} He waited seven more days and sent the dove out again, but this time it did not return to him."
GEN	8	13	Narr_01: Genesis	#19		247	" {13} By the first day of the first month of Noah's six hundred and first year, the water had dried up from the earth."
GEN	8	13	Narr_01: Genesis	#19		248	 Noah then removed the covering from the ark and saw that the surface of the ground was dry.
GEN	8	14	Narr_01: Genesis	#19		249	" {14} By the twenty-seventh day of the second month the earth was completely dry. {15} Then God said to Noah,"
GEN	8	16	God-FX1	#20		250	" {16} << Come out of the ark, you and your wife and your sons and their wives."
GEN	8	17	God-FX1	#20		251	" {17} Bring out every kind of living creature that is with you--the birds, the animals, and all the creatures that move along the ground--so they can multiply on the earth and be fruitful and increase in number upon it.>>"
GEN	8	18	Narr_01: Genesis	#19		252	" {18} So Noah came out, together with his sons and his wife and his sons' wives."
GEN	8	19	Narr_01: Genesis	#19		253	" {19} All the animals and all the creatures that move along the ground and all the birds--everything that moves on the earth--came out of the ark, one kind after another."
GEN	8	20	Narr_01: Genesis	#19		254	" {20} Then Noah built an altar to the Lord and, taking some of all the clean animals and clean birds, he sacrificed burnt offerings on it."
GEN	8	21	Narr_01: Genesis	#19		255	 {21} The Lord smelled the pleasing aroma and said in his heart:
GEN	8	21	God-FX1	#20		256	" << Never again will I curse the ground because of man, even though every inclination of his heart is evil from childhood. And never again will I destroy all living creatures, as I have done."
GEN	8	22	God-FX1	#20		257	" {22} ""As long as the earth endures, seedtime and harvest, cold and heat, summer and winter, day and night will never cease.>>*~**~*||||| + 2 SECs |||||*~*"
GEN	9	<<	Narr_01: Genesis	#19		258	GENESIS 9
GEN	9	1	Narr_01: Genesis	#19		259	" {1} Then God blessed Noah and his sons, saying to them,"
GEN	9	1	God-FX1	#20		260	 << Be fruitful and increase in number and fill the earth.
GEN	9	2	God-FX1	#20		261	" {2} The fear and dread of you will fall upon all the beasts of the earth and all the birds of the air, upon every creature that moves along the ground, and upon all the fish of the sea; they are given into your hands."
GEN	9	3	God-FX1	#20		262	" {3} Everything that lives and moves will be food for you. Just as I gave you the green plants, I now give you everything."
GEN	9	4	God-FX1	#20		263	" {4} ""But you must not eat meat that has its lifeblood still in it."
GEN	9	5	God-FX1	#20		264	 {5} And for your lifeblood I will surely demand an accounting. I will demand an accounting from every animal.
GEN	9	5	God-FX1	#20		265	" And from each man, too, I will demand an accounting for the life of his fellow man."
GEN	9	6	God-FX1	#20		266	" {6} ""Whoever sheds the blood of man, by man shall his blood be shed; for in the image of God has God made man."
GEN	9	7	God-FX1	#20		267	" {7} As for you, be fruitful and increase in number; multiply on the earth and increase upon it.>>"
GEN	9	8	Narr_01: Genesis	#19		268	 {8} Then God said to Noah and to his sons with him.
GEN	9	9	God-FX1	#20		269	 {9} << I now establish my covenant with you and with your descendants after you
GEN	9	10	God-FX1	#20		270	" {10} and with every living creature that was with you--the birds, the livestock and all the wild animals, all those that came out of the ark with youùevery living creature on earth."
GEN	9	11	God-FX1	#20		271	 {11} I establish my covenant with you: Never again will all life be cut off by the waters of a flood; never again will there be a flood to destroy the earth.>>
GEN	9	12	Narr_01: Genesis	#19		272	" {12} And God said,"
GEN	9	12	God-FX1	#20		273	" << This is the sign of the covenant I am making between me and you and every living creature with you, a covenant for all generations to come:"
GEN	9	13	God-FX1	#20		274	" {13} I have set my rainbow in the clouds, and it will be the sign of the covenant between me and the earth."
GEN	9	14	God-FX1	#20		275	" {14} Whenever I bring clouds over the earth and the rainbow appears in the clouds, {15} I will remember my covenant between me and you and all living creatures of every kind."
GEN	9	15	God-FX1	#20		276	 Never again will the waters become a flood to destroy all life.
GEN	9	16	God-FX1	#20		277	" {16} Whenever the rainbow appears in the clouds, I will see it and remember the everlasting covenant between God and all living creatures of every kind on the earth."""
GEN	9	16	God-FX1	#20		278	" ""This is the sign of the covenant I have established between me and all life on the earth.>>"
GEN	9	17	Narr_01: Genesis	#19		279	" {17} And God said to Noah,"
GEN	9	17	God-FX1	#20		280	 << This is the sign of the covenant I have established between me and all life on the earth.>>
GEN	9	18	Narr_01: Genesis	#19		281	" {18} The sons of Noah who came out of the ark were Shem, Ham and Japheth. (Ham was the father of Canaan.)"
GEN	9	19	Narr_01: Genesis	#19		282	" {19} These were the three sons of Noah, and from them came the people who were scattered over the earth."
GEN	9	20	Narr_01: Genesis	#19		283	" {20} Noah, a man of the soil, proceeded to plant a vineyard. {21} When he drank some of its wine, he became drunk and lay uncovered inside his tent."
GEN	9	22	Narr_01: Genesis	#19		284	" {22} Ham, the father of Canaan, saw his father's nakedness and told his two brothers outside."
GEN	9	23	Narr_01: Genesis	#19		285	 {23} But Shem and Japheth took a garment and laid it across their shoulders; then they walked in backward and covered their father's nakedness.
GEN	9	23	Narr_01: Genesis	#19		286	 Their faces were turned the other way so that they would not see their father's nakedness.
GEN	9	24	Narr_01: Genesis	#19		287	" {24} When Noah awoke from his wine and found out what his youngest son had done to him, {25} he said,"
GEN	9	25	Noah	#15		288	 << Cursed be Canaan! The lowest of slaves will he be to his brothers.>>
GEN	9	26	Narr_01: Genesis	#19		289	" {26} And he said,"
GEN	9	26	Noah	#15		290	" << Blessed be the Lord, the God of Shem! May Canaan be the slave of Shem."
GEN	9	27	Noah	#15		291	" {27} May God extend the territory of Japheth; may Japheth live in the tents of Shem, and may Canaan be his slave.>>"
GEN	9	28	Narr_01: Genesis	#19		292	" {28} After the flood Noah lived 350 years. {29} Altogether, Noah lived 950 years, and then he died.*~**~*||||| + 2 SECs |||||*~*"
GEN	10	<<	Narr_01: Genesis	#19		293	GENESIS 10
GEN	10	1	Narr_01: Genesis	#19		294	" {1} This is the account of Shem, Ham and Japheth, Noah's sons, who themselves had sons after the flood."
GEN	10	2	Narr_01: Genesis	#19		295	" {2} The sons of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech and Tiras."
GEN	10	3	Narr_01: Genesis	#19		296	" {3} The sons of Gomer: Ashkenaz, Riphath and Togarmah."
GEN	10	4	Narr_01: Genesis	#19		297	" {4} The sons of Javan: Elishah, Tarshish, the Kittim and the Rodanim."
GEN	10	5	Narr_01: Genesis	#19		298	" {5} From these the maritime peoples spread out into their territories by their clans within their nations, each with its own language."
GEN	10	6	Narr_01: Genesis	#19		299	" {6} The sons of Ham: Cush, Mizraim, Put and Canaan."
GEN	10	7	Narr_01: Genesis	#19		300	" {7} The sons of Cush: Seba, Havilah, Sabtah, Raamah and Sabteca. The sons of Raamah: Sheba and Dedan."
GEN	10	8	Narr_01: Genesis	#19		301	" {8} Cush was the father of Nimrod, who grew to be a mighty warrior on the earth."
GEN	10	9	Narr_01: Genesis	#19		302	" {9} He was a mighty hunter before the Lord; that is why it is said, ""Like a mighty hunter before the Lord."""
GEN	10	10	Narr_01: Genesis	#19		303	" {10} The first centers of his kingdom were Babylon, Erech, Akkad and Calneh, in Shinar."
GEN	10	11	Narr_01: Genesis	#19		304	" {11} From that land he went to Assyria, where he built Nineveh, Rehoboth Ir, Calah {12} and Resen, which is between Nineveh and Calah; that is the great city."
GEN	10	13	Narr_01: Genesis	#19		305	" {13} Mizraim was the father of the Ludites, Anamites, Lehabites, Naphtuhites,"
GEN	10	14	Narr_01: Genesis	#19		306	" {14} Pathrusites, Casluhites (from whom the Philistines came) and Caphtorites."
GEN	10	15	Narr_01: Genesis	#19		307	" {15} Canaan was the father of Sidon his firstborn, and of the Hittites,"
GEN	10	16	Narr_01: Genesis	#19		308	" {16} Jebusites, Amorites, Girgashites, {17} Hivites, Arkites, Sinites,"
GEN	10	18	Narr_01: Genesis	#19		309	" {18} Arvadites, Zemarites and Hamathites."
GEN	10	18	Narr_01: Genesis	#19		310	" Later the Canaanite clans scattered {19} and the borders of Canaan reached from Sidon toward Gerar as far as Gaza,"
GEN	10	19	Narr_01: Genesis	#19		311	" and then toward Sodom, Gomorrah, Admah and Zeboiim, as far as Lasha."
GEN	10	20	Narr_01: Genesis	#19		312	" {20} These are the sons of Ham by their clans and languages, in their territories and nations."
GEN	10	21	Narr_01: Genesis	#19		313	" {21} Sons were also born to Shem, whose older brother was Japheth; Shem was the ancestor of all the sons of Eber."
GEN	10	22	Narr_01: Genesis	#19		314	" {22} The sons of Shem: Elam, Asshur, Arphaxad, Lud and Aram."
GEN	10	23	Narr_01: Genesis	#19		315	" {23} The sons of Aram: Uz, Hul, Gether and Meshech."
GEN	10	24	Narr_01: Genesis	#19		316	" {24} Arphaxad was the father of Shelah, and Shelah the father of Eber."
GEN	10	25	Narr_01: Genesis	#19		317	" {25} Two sons were born to Eber: One was named Peleg, because in his time the earth was divided; his brother was named Joktan."
GEN	10	26	Narr_01: Genesis	#19		318	" {26} Joktan was the father of Almodad, Sheleph, Hazarmaveth, Jerah,"
GEN	10	27	Narr_01: Genesis	#19		319	" {27} Hadoram, Uzal, Diklah, {28} Obal, Abimael, Sheba,"
GEN	10	29	Narr_01: Genesis	#19		320	" {29} Ophir, Havilah and Jobab. All these were sons of Joktan."
GEN	10	30	Narr_01: Genesis	#19		321	" {30} The region where they lived stretched from Mesha toward Sephar, in the eastern hill country."
GEN	10	31	Narr_01: Genesis	#19		322	" {31} These are the sons of Shem by their clans and languages, in their territories and nations."
GEN	10	32	Narr_01: Genesis	#19		323	" {32} These are the clans of Noah's sons, according to their lines of descent, within their nations. From these the nations spread out over the earth after the flood.*~**~*||||| + 2 SECs |||||*~*"
GEN	11	<<	Narr_01: Genesis	#19		324	GENESIS 11
GEN	11	1	Narr_01: Genesis	#19		325	 {1} Now the whole world had one language and a common speech.
GEN	11	2	Narr_01: Genesis	#19		326	" {2} As men moved eastward, they found a plain in Shinar and settled there. {3} They said to each other,"
GEN	11	3	Man	#04		327	" << Come, let's make bricks and bake them thoroughly.>>"
GEN	11	3	Narr_01: Genesis	#19		328	" They used brick instead of stone, and tar for mortar. {4} Then they said,"
GEN	11	4	Man	#09		329	" << Come, let us build ourselves a city, with a tower that reaches to the heavens, so that we may make a name for ourselves and not be scattered over the face of the whole earth.>>"
GEN	11	5	Narr_01: Genesis	#19		330	" {5} But the Lord came down to see the city and the tower that the men were building. {6} The Lord said,"
GEN	11	6	God-FX1	#20		331	" << If as one people speaking the same language they have begun to do this, then nothing they plan to do will be impossible for them."
GEN	11	7	God-FX1	#20		332	" {7} Come, let us go down and confuse their language so they will not understand each other.>>"
GEN	11	8	Narr_01: Genesis	#19		333	" {8} So the Lord scattered them from there over all the earth, and they stopped building the city."
GEN	11	9	Narr_01: Genesis	#19		334	 {9} That is why it was called Babel --because there the Lord confused the language of the whole world.
GEN	11	9	Narr_01: Genesis	#19		335	 From there the Lord scattered them over the face of the whole earth.
GEN	11	10	Narr_01: Genesis	#19		336	" {10} This is the account of Shem. Two years after the flood, when Shem was 100 years old, he became the father of Arphaxad."
GEN	11	11	Narr_01: Genesis	#19		337	" {11} And after he became the father of Arphaxad, Shem lived 500 years and had other sons and daughters."
GEN	11	12	Narr_01: Genesis	#19		338	" {12} When Arphaxad had lived 35 years, he became the father of Shelah"
GEN	11	13	Narr_01: Genesis	#19		339	" {13} And after he became the father of Shelah, Arphaxad lived 403 years and had other sons and daughters."
GEN	11	14	Narr_01: Genesis	#19		340	" {14} When Shelah had lived 30 years, he became the father of Eber."
GEN	11	15	Narr_01: Genesis	#19		341	" {15} And after he became the father of Eber, Shelah lived 403 years and had other sons and daughters."
GEN	11	16	Narr_01: Genesis	#19		342	" {16} When Eber had lived 34 years, he became the father of Peleg."
GEN	11	17	Narr_01: Genesis	#19		343	" {17} And after he became the father of Peleg, Eber lived 430 years and had other sons and daughters."
GEN	11	18	Narr_01: Genesis	#19		344	" {18} When Peleg had lived 30 years, he became the father of Reu."
GEN	11	19	Narr_01: Genesis	#19		345	" {19} And after he became the father of Reu, Peleg lived 209 years and had other sons and daughters."
